Symbol,Name,Open,Last,Prev_Open,Prev_Last,Open_2D_Ago,Last_2D_Ago,20D_MA,Volume,Industry,Sector
TAL.VN,Petrotal Corp,0.73,0.74,0.74,0.71,0.69,0.69,0.623,1210250,N/L,Oils-Energy
PQE.VN,Petroteq Energy Inc,0.345,0.325,0.4,0.345,0,0,0,495654,N/L,Oils-Energy
PRQ.TO,Petrus Resources Ltd,2.89,2.9,2.85,2.83,2.51,2.71,2.31,121276,N/L,Oils-Energy
PEY.TO,Peyto Exploration and Dvlpmnt Corp,15.34,15.69,15.09,15.27,15.3,15.19,14.3,266228,N/L,Oils-Energy
PCLO.VN,Pharmacielo Ltd,0.475,0.48,0.475,0.47,0.5,0.47,0.536,16910,N/L,Medical
PHRM.CN,Pharmather Hldgs Ltd,0.145,0.145,0.145,0.145,0.145,0.145,0.146,28176,N/L,N/A
PHNM.VN,Phenom Resources Corp,0.5,0.48,0.51,0.5,0.5,0.5,0.481,16025,N/L,Basic Materials
PHX.TO,Phx Energy Services Corp,6.38,6.35,6.39,6.37,6.18,6.38,6.3,20091,N/L,Oils-Energy
PMB-UN.TO,Picton Mahoney Tactical Income Fund,7.35,7.31,7.29,7.28,7.53,7.45,7.56,16800,N/L,N/A
PEA.TO,Pieridae Energy Ltd,1.46,1.51,1.38,1.41,1.29,1.35,1.12,350258,N/L,Oils-Energy
PTI-UN.TO,Pimco Tactical Income Fund,7.95,8,7.72,7.97,7.7,7.64,7.94,12300,N/L,N/A
PTO-UN.TO,Pimco Tactical Income Opportunites Fund,8.05,8.05,7.93,8.01,7.91,7.83,8.19,8500,N/L,N/A
PNE.TO,Pine Cliff Energy Ltd,1.95,1.96,1.98,1.95,1.98,1.99,1.83,788017,N/L,Oils-Energy
MCF-H.VN,Pinedale Energy Limited,0.2,0.21,0.205,0.2,0.2,0.205,0,48000,N/L,N/A
PNP.TO,Pinetree Capital Ltd,3.59,3.56,3.58,3.5,3.6,3.59,3.98,26200,N/L,Finance
PIPE.TO,Pipestone Energy Corp,5.84,6.04,5.62,5.78,5.85,5.61,5.08,298389,N/L,Oils-Energy
PVT.VN,Pivotree Inc,3.44,3.4,3.48,3.4,3.36,3.36,3.808,18385,N/L,Computers and Technology
PZA.TO,Pizza Pizza Royalty Corp,12.92,13.11,12.79,12.97,12.6,12.75,12.71,20720,N/L,Consumer Discretionary
PJX.VN,Pjx Resources Inc,0.15,0.18,0.19,0.19,0.14,0.18,0.179,9000,N/L,Basic Materials
PLTH.CN,Planet 13 Holdings Inc,1.85,1.91,1.9,1.9,1.9,1.92,2.039,23523,N/L,N/A
PXI.VN,Planet Ventures Inc,0.055,0.055,0.05,0.05,0.055,0.055,0.077,17500,N/L,Finance
VEGN.CN,Plant & CO Brands,0.125,0.125,0.115,0.12,0.095,0.105,0.089,122961,N/L,N/A
PBIC.CN,Plant-Based Inv Corp,0.15,0.15,0.15,0.15,0.165,0.15,0.176,8500,N/L,N/A
PLBL.NE,Plantable Health Inc.,0.04,0.06,0.055,0.055,0.06,0.055,0.059,95070,N/L,N/A
FUEL.CN,Plantfuel Life Inc,0.255,0.27,0.28,0.27,0.26,0.3,0.373,7501,N/L,N/A
VEGA.CN,Plantx Life Inc,0.19,0.16,0.12,0.17,0.13,0.125,0.122,337409,N/L,N/A
PTX.CN,Platinex Inc,0.05,0.05,0.05,0.045,0.045,0.05,0.052,9000,N/L,N/A
PTM.TO,Platinum Group Metals Ltd,2.53,2.4,2.66,2.55,2.48,2.55,2.01,40689,N/L,N/A
PLY.VN,Playfair Mining Ltd,0.075,0.075,0.07,0.07,0.07,0.07,0.078,219500,N/L,Basic Materials
PMKR.VN,Playmaker Capital Inc,0.45,0.45,0.45,0.45,0.44,0.44,0.447,25500,N/L,Consumer Discretionary
PLZ-UN.TO,Plaza Retail REIT,4.68,4.7,4.58,4.63,4.55,4.57,4.62,31411,N/L,Finance
PLZ-DB-E.TO,Plaza Retail REIT 5.10 Pct Debs,100.01,100,100.01,100.01,100.25,100.3,100.12,25000,N/L,N/A
PLUR.VN,Plurilock Securityinc,0.235,0.23,0.22,0.22,0.21,0.22,0.255,96136,N/L,Computers and Technology
PRT.CN,Plymouth Rock Technologies Inc,0.11,0.1,0.12,0.105,0.12,0.13,0.133,119055,N/L,N/A
PODA.CN,Poda Holdings Inc.,0.305,0.305,0.295,0.31,0.3,0.29,0.229,565,N/L,N/A
PIF.TO,Polaris Infrastructure Inc,19.98,20.44,19.83,20.11,20.13,19.83,19.17,19521,N/L,N/A
POND.VN,Pond Technologies Holdings Inc,0.17,0.15,0.14,0.165,0.155,0.145,0.194,92900,N/L,Industrial Products
POPR.VN,Popreach Corporation,0.315,0.335,0.3,0.305,0.305,0.3,0,11800,N/L,Computers and Technology
POR.VN,Portofino Resources Inc,0.08,0.085,0.08,0.09,0.09,0.09,0.085,28545,N/L,Basic Materials
PBIT.CN,Posabit Systems Corp,1.02,1.02,1.03,1.03,1.1,1.05,1.127,13000,N/L,N/A
POW.TO,Power Corp of Canada Sv,37,36.92,36.24,36.73,35.92,36.15,35.8,206014,N/L,Finance
PWF-PR-R.TO,Power Financial Corp 5.5 Pct Pref Ser R,23.69,23.94,23.59,23.68,23.16,23.49,23.49,7534,N/L,N/A
PWF-PR-S.TO,Power Financial Corp Pref Ser S,20.81,21.05,20.8,20.8,20.52,20.8,20.76,6750,N/L,N/A
PWM.VN,Power Metals Corp,0.2,0.2,0.195,0.2,0.2,0.195,0.218,55759,N/L,Basic Materials
PBX.VN,Powerband Solutions Inc,0.245,0.23,0.26,0.235,0.235,0.255,0.277,26047,N/L,Computers and Technology
MOVE.NE,Powertap Hydrogen Capital Corp,0.225,0.22,0.21,0.23,0.205,0.21,0.22,60735,N/L,N/A
PRTI.CN,Pr Technology Inc.,0.1,0.12,0.1,0.1,0.09,0.09,0.106,6000,N/L,N/A
PPR.TO,Prairie Provident Resources Inc,0.25,0.25,0.24,0.245,0.22,0.24,0.2268,215933,N/L,N/A
PSK.TO,Prairiesky Royalty Ltd,19.05,18.96,18.62,19.05,18.8,18.62,18.22,138858,N/L,Oils-Energy
PRG.VN,Precipitate Gold Corp,0.09,0.09,0.085,0.09,0.08,0.085,0.081,12000,N/L,Basic Materials
PMED.CN,Predictmedix Inc,0.1,0.1,0.1,0.1,0.11,0.11,0.099,10293,N/L,N/A
PHA.VN,Premier Health of America Inc,0.49,0.5,0.485,0.49,0.48,0.48,0.584,9500,N/L,Medical
PBH-DB-H.TO,Premium Brands Holdings 4.20 Pct Debs,98.5,98,97.5,98.5,96.5,97.5,98.46,22000,N/L,N/A
PBH-DB-G.TO,Premium Brands Holdings 4.65 Pct Debs,99,99,100,99.5,100.15,100.5,100.49,10000,N/L,N/A
PIC-A.TO,Premium Income A,8,7.94,7.69,7.98,7.49,7.62,7.33,12638,N/L,Finance
PMZ-UN.TO,Primaris REIT,13.81,14.11,13.69,13.82,13.73,13.66,13.76,52140,N/L,Finance
PMR.VN,Prime Meridian Resources Corp,0.075,0.085,0.06,0.07,0.06,0.065,0,992000,N/L,Basic Materials
PRYM.VN,Prime Mining Corp,2.1,2.37,2.19,2.1,2.08,2.16,2.418,53204,N/L,Basic Materials
PRMW.TO,Primo Water Corp,18.31,18.58,18.33,18.31,18.29,18.25,18.19,14145,N/L,Consumer Staples
PRS.VN,Prism Resources Inc,0.08,0.08,0.08,0.08,0.08,0.08,0.091,22000,N/L,N/A
PRV-UN.TO,Pro Real Estate Investment Trust,7.06,7.1,6.95,7.06,6.92,6.93,6.89,24205,N/L,Finance
PRB.VN,Probe Metals Inc,1.8,1.81,1.78,1.81,1.77,1.8,1.882,29000,N/L,Basic Materials
PRN.TO,Profound Medical Corp,12.22,11.34,11.54,11.75,9.67,11.53,9.68,22920,N/L,N/A
PLAN.VN,Progressive Planet Solutions Inc,0.305,0.305,0.295,0.295,0.295,0.265,0.297,77500,N/L,Basic Materials
PMN.TO,Promis Neurosciences Inc,0.115,0.12,0.115,0.115,0.11,0.11,0.1067,29500,N/L,N/A
PFM.VN,Prontoforms Corp,0.41,0.43,0.45,0.41,0.5,0.5,0.561,17169,N/L,Computers and Technology
PDFI.CN,Prophecy Defi Inc,0.135,0.125,0.125,0.13,0.12,0.11,0.103,46500,N/L,N/A
PPK.CN,Prospect Park Capital Corp,0.1,0.09,0.055,0.055,0.05,0.055,0.061,23000,N/L,N/A
PRR.CN,Prospect Ridge Resources Corp,0.29,0.28,0.295,0.28,0.29,0.3,0.319,5500,N/L,N/A
PPP.VN,Prospector Metals Corp,0.485,0.48,0.5,0.475,0.43,0.485,0.493,11079,N/L,Basic Materials
PGX.VN,Prosper Gold Corp,0.37,0.33,0.365,0.38,0.35,0.33,0.437,13101,N/L,Basic Materials
PEI.VN,Prospera Energy Inc,0.07,0.075,0.08,0.07,0.07,0.08,0.062,498526,N/L,Oils-Energy
MAPS.VN,Prostar Holdings Inc,0.19,0.17,0.18,0.19,0.195,0.18,0.206,11000,N/L,Computers and Technology
PAU.CN,Provenance Gold Corp,0.09,0.095,0.095,0.08,0.11,0.095,0.115,41000,N/L,N/A
PHD.VN,Providence Gold Mines Inc,0.055,0.055,0.065,0.055,0.065,0.065,0.063,58000,N/L,Basic Materials
PSYB.VN,Psybio Therapeutics Corp,0.075,0.075,0.07,0.07,0.07,0.07,0.077,25504,N/L,Medical
TORO.VN,Pucara Gold Ltd,0.1,0.1,0.1,0.1,0.1,0.1,0.108,25500,N/L,Basic Materials
PUL.VN,Pulse Oil Corp,0.065,0.06,0.06,0.06,0.065,0.06,0.054,32681,N/L,Oils-Energy
PSD.TO,Pulse Seismic Inc,2.19,2.12,2.15,2.18,2.17,2.18,2.17,13307,N/L,Oils-Energy
PUMA.VN,Puma Exploration Inc,0.31,0.31,0.34,0.315,0.35,0.34,0.341,57225,N/L,Basic Materials
UX.CN,Puranium Energy Inc,0.245,0.245,0.235,0.24,0.24,0.24,0.284,10500,N/L,N/A
PE.VN,Pure Energy Minerals Ltd,1.03,1.04,1.05,1.08,1.02,1.05,1.13,6111,N/L,Basic Materials
PGM.VN,Pure Gold Mining Inc,0.205,0.2,0.185,0.195,0.2,0.19,0.184,44208,N/L,Basic Materials
PTU.VN,Purepoint Uranium Group Inc,0.085,0.08,0.08,0.08,0.08,0.08,0.08,123375,N/L,N/A
PYR.TO,Pyrogenesis Canada Inc,3.08,3.01,2.98,3.15,2.73,2.93,2.69,105183,N/L,N/A
QCCU.VN,QC Copper and Gold Inc,0.21,0.22,0.215,0.21,0.2,0.21,0.225,22500,N/L,Basic Materials
QMC.VN,Qmc Quantum Minerals Corp,0.205,0.22,0.22,0.205,0.225,0.23,0.237,26450,N/L,Basic Materials
QBAT.CN,Quantum Battery Metals Corp,0.5,0.5,0.59,0.5,0.53,0.52,0.454,7750,N/L,N/A
QNC.VN,Quantum Emotion Corp,0.315,0.305,0.285,0.32,0.28,0.275,0.274,122828,N/L,Computers and Technology
QTRH.TO,Quarterhill Inc,2.04,2.1,2.01,2.06,1.99,2.04,2.15,41802,N/L,Industrial Products
QZM.VN,Quartz Mountain Resources Ltd,0.245,0.23,0.29,0.29,0.255,0.255,0.294,21500,N/L,N/A
QNI.CN,Quebec Nickel Corp,0.15,0.14,0.14,0.15,0.14,0.14,0.151,28020,N/L,N/A
QBR-B.TO,Quebecor Inc Cl B Sv,29.03,28.95,28.95,28.93,28.95,28.84,28.56,89794,N/L,Industrial Products
OZAU.VN,Queensland Gold Hills Corp,0.09,0.09,0.085,0.095,0.09,0.09,0.103,53000,N/L,N/A
QPT.VN,Quest Pharmatech Inc,0.165,0.1,0.095,0.095,0.095,0.095,0.1,99500,N/L,Medical
QST.VN,Questor Technology Inc,1.21,1.22,1.16,1.15,1.17,1.15,1.235,131864,N/L,Industrial Products
QCA.CN,Quinsam Capital Corp,0.1,0.1,0.1,0.1,0.1,0.1,0.094,20000,N/L,N/A
QUIS.VN,Quisitive Technology Solutions Inc,0.65,0.67,0.6,0.63,0.66,0.58,0.659,115079,N/L,Computers and Technology
QYOU.VN,Qyou Media Inc,0.16,0.16,0.17,0.165,0.17,0.165,0.161,41006,N/L,N/A
RRR-UN.VN,R and R Real Estate Investment Trust,0.06,0.07,0.07,0.06,0.06,0.06,0.064,22000,N/L,N/A
CAKE.CN,Radio Fuels Energy Corp.,0.2,0.2,0.19,0.2,0.21,0.185,0.195,27000,N/L,N/A
CAKE-WT.CN,Radio Fuels Energy Corp. 6Dec2026 Warran,0.08,0.075,0.08,0.08,0.09,0.09,0.087,75000,N/L,N/A
RDS.VN,Radisson Mining Resources Inc,0.135,0.13,0.125,0.135,0.125,0.125,0.143,51346,N/L,Basic Materials
RDU.VN,Radius Gold Inc,0.29,0.315,0.295,0.29,0.295,0.28,0.273,37100,N/L,Basic Materials
RAIN.CN,Rain City Resourcesinc,0.05,0.05,0.05,0.05,0.065,0.05,0.076,1085833,N/L,N/A
RMO.VN,Rainy Mountain Royalty Corp,0.11,0.115,0.115,0.115,0.115,0.115,0.164,16000,N/L,N/A
RKV.VN,Rakovina Therapeutics Inc,0.16,0.17,0.13,0.12,0.17,0.17,0.163,32000,N/L,Medical
DOSE.CN,Rapid Dose Therapeutics Corp,0.21,0.21,0.205,0.205,0.195,0.19,0.232,25005,N/L,N/A
RZE.VN,Razor Energy Corp,3.09,2.92,3.09,2.99,3.18,3.09,2.683,72159,N/L,Oils-Energy
RY-PR-S.TO,RBC Pref Shares Series Bo,24.2,24.3,23.77,24.2,23.71,24,23.83,22275,N/L,N/A
RE.VN,Re Royalties Ltd,0.82,0.88,0.77,0.81,0.81,0.82,0.855,7000,N/L,N/A
RGG.VN,React Gaming Group Inc,0.13,0.18,0.125,0.12,0.145,0.13,0.172,54850,N/L,N/A
RDY.CN,Ready Set Gold Corp,0.075,0.07,0.085,0.085,0.085,0.085,0.086,75500,N/L,N/A
RS-PR-A.TO,Real Estate & E-Commerce Split Corp,10.07,10.14,10.05,10.07,10.07,10.08,10.12,8312,N/L,N/A
RS.TO,Real Estate and Ecommerce Split Corp,17.19,17.4,17.36,17.2,16.67,17.2,17.04,7948,N/L,Finance
LUCK.VN,Real Luck Group Ltd,0.155,0.16,0.165,0.165,0.155,0.16,0.165,31787,N/L,Consumer Discretionary
REAL.TO,Real Matters Inc,5.52,5.61,5.36,5.49,5.1,5.35,4.96,138518,N/L,Computers and Technology
RR.CN,Recharge Resources Ltd,0.21,0.25,0.15,0.18,0.12,0.12,0.052,32080,N/L,N/A
RECP.TO,Recipe Unlimited Corp,13.94,14.35,13.4,13.86,13.08,13.29,13.48,23003,N/L,Consumer Discretionary
RECO.VN,Reconnaissance Energy Africa Ltd,5.29,5.26,5.19,5.28,5.11,5.18,5.596,47346,N/L,Oils-Energy
TRIP.CN,Red Light Holland Corp,0.095,0.09,0.095,0.095,0.095,0.1,0.096,103735,N/L,N/A
RPX.VN,Red Pine Exploration Inc,0.34,0.34,0.34,0.34,0.34,0.34,0.377,43200,N/L,Basic Materials
RWB.CN,Red White & Bloom Brands Inc,0.17,0.175,0.165,0.18,0.185,0.18,0.207,32219,N/L,N/A
RDL.TO,Redline Communications Group Inc,0.88,0.88,0.88,0.88,0.88,0.88,0.87,8344,N/L,Industrial Products
GIII.VN,Regen III Corp,1.45,1.4,1.37,1.4,1.38,1.38,1.456,18700,N/L,Oils-Energy
RSMX.VN,Regency Silver Corp,0.095,0.095,0.095,0.09,0.095,0.09,0,35000,N/L,N/A
REG.VN,Regulus Resources Inc,1.02,1.02,1.03,1,0.95,1.02,0.979,10450,N/L,Basic Materials
RET-A.VN,Reitmans [Canada] Ltd Cl A NV,1.16,1.1,1.14,1.14,1.13,1.11,1.197,14953,N/L,Consumer Discretionary
MYID.VN,Reklaim Ltd,0.08,0.085,0.07,0.07,0.065,0.065,0.079,22000,N/L,Computers and Technology
RHT.VN,Reliq Health Technologies Inc,0.56,0.57,0.55,0.56,0.55,0.55,0.585,160440,N/L,Medical
RFR.CN,Renforth Resources Inc,0.05,0.045,0.05,0.05,0.045,0.05,0.054,35803,N/L,N/A
RW.VN,Renoworks Software Inc,0.315,0.315,0.315,0.315,0.315,0.315,0.34,55000,N/L,Computers and Technology
RP.VN,Replicel Life Sciences Inc,0.16,0.12,0.11,0.11,0.11,0.11,0.138,11000,N/L,Medical
RSS.VN,Resaas Services Inc,0.4,0.405,0.39,0.39,0.405,0.405,0.471,9200,N/L,Computers and Technology
RFP.TO,Resolute Forest Products Inc,18.42,19.22,18.05,18.75,17.38,18.01,18.38,22174,N/L,N/A
QSR.TO,Restaurant Brands International Inc,65.22,66.53,65.23,65.05,64.18,64.86,66.58,160349,N/L,Consumer Discretionary
RVX.TO,Resverlogix Corp,0.275,0.255,0.27,0.26,0.26,0.26,0.3198,16500,N/L,Medical
RGD.VN,Reunion Gold Corp,0.315,0.31,0.3,0.31,0.29,0.3,0.263,178005,N/L,Basic Materials
CALM.CN,Revitalist Lifestyle and Wellness Ltd.,0.09,0.09,0.085,0.085,0.085,0.085,0.096,77000,N/L,N/A
RVG.VN,Revival Gold Inc,0.55,0.56,0.58,0.55,0.59,0.57,0.589,23500,N/L,Basic Materials
RVV.CN,Revive Therapeutics Ltd,0.445,0.45,0.44,0.415,0.38,0.44,0.315,306512,N/L,N/A
REYG.VN,Reyna Gold Corp,0.215,0.195,0.205,0.21,0.175,0.2,0.209,34500,N/L,N/A
RYE.VN,Rhyolite Resources Ltd,0.435,0.43,0.42,0.42,0.42,0.46,0.477,11500,N/L,Basic Materials
RCH.TO,Richelieu Hardware Ltd,37.36,37.49,36.15,37,36.02,35.91,35.12,18949,N/L,Consumer Discretionary
RDG.VN,Ridgeline Minerals Corp,0.29,0.295,0.275,0.29,0.27,0.275,0.307,22896,N/L,Basic Materials
RLYG.VN,Riley Gold Corp,0.12,0.11,0.135,0.135,0.14,0.13,0.204,660500,N/L,N/A
RIO.VN,Rio2 Ltd,0.53,0.52,0.55,0.53,0.55,0.55,0.572,80500,N/L,Basic Materials
REI-UN.TO,Riocan Real Est Un,22.73,22.7,22.28,22.75,22.35,22.15,22.26,264829,N/L,Finance
RBA.TO,Ritchie Bros Auctioneers Inc,75.62,76.15,76.46,76.31,75.72,76.04,74.33,25061,N/L,Industrial Products
RRI.VN,Riverside Resources Inc,0.175,0.175,0.15,0.15,0.145,0.15,0.153,27500,N/L,N/A
RIWI.VN,Riwi Corp,0.95,0.95,0.92,0.92,0.91,0.91,0.938,26408,N/L,Computers and Technology
RJX-A.VN,Rjk Explorations Ltd Cl A Sv,0.09,0.1,0.09,0.09,0.1,0.1,0.103,7422,N/L,N/A
REDG.CN,Rock Edge Resources Ltd.,0.075,0.07,0.09,0.09,0.09,0.09,0.098,11000,N/L,N/A
RCLF.CN,Rockcliff Metals Corp,0.05,0.05,0.045,0.045,0.045,0.045,0.052,20000,N/L,N/A
RK.VN,Rockhaven Resources Ltd,0.085,0.08,0.08,0.08,0.08,0.08,0.092,56000,N/L,N/A
ROCK.VN,Rockridge Resources Ltd,0.07,0.07,0.075,0.07,0.075,0.075,0.084,123000,N/L,Basic Materials
RUM.VN,Rocky Mountain Liquor Inc,0.165,0.165,0.165,0.165,0.175,0.175,0.164,17500,N/L,Consumer Discretionary
RCI-B.TO,Rogers Communications Inc Cl B NV,65.47,65,65.87,65.63,66.4,65.88,65.78,416647,N/L,Industrial Products
RSI.TO,Rogers Sugar Inc,6.27,6.29,6.33,6.28,6.25,6.32,6.19,49379,N/L,Consumer Staples
ROK.VN,Rok Resources Inc,0.26,0.255,0.26,0.255,0.245,0.26,0.235,106120,N/L,Oils-Energy
ROK-WT.VN,Rok Resources Inc.,0.145,0.145,0.145,0.14,0.14,0.14,0.133,6500,N/L,N/A
RKR.VN,Rokmaster Resources Corp,0.165,0.16,0.185,0.165,0.18,0.185,0.189,38823,N/L,Basic Materials
ROO.CN,Roogold Inc.,0.08,0.065,0.085,0.085,0.09,0.085,0.096,95500,N/L,N/A
ROS.VN,Roscan Gold Corp,0.335,0.325,0.35,0.32,0.33,0.335,0.325,66600,N/L,Basic Materials
ROI.VN,Route1 Inc,0.135,0.135,0.165,0.14,0.165,0.145,0.165,29411,N/L,Computers and Technology
RY-PR-H.TO,Royal Bank Pref Ser Bb,22,22.09,21.98,22,21.6,21.7,21.27,42050,N/L,N/A
RY-PR-J.TO,Royal Bank Pref Ser Bd,22.9,22.75,22.4,22.74,22.16,22.3,21.89,70900,N/L,N/A
FOXG.VN,Royal Fox Gold Inc,0.07,0.07,0.07,0.07,0.065,0.07,0.056,199236,N/L,N/A
RHC.VN,Royal Helium Ltd,0.36,0.38,0.35,0.35,0.35,0.345,0.343,80802,N/L,Oils-Energy
RYR.VN,Royal Road Minerals Ltd,0.22,0.21,0.23,0.23,0.23,0.23,0.231,18500,N/L,Basic Materials
RBY.TO,Rubellite Energy Inc,4.15,4.3,4.15,4.12,4.18,4.14,4.26,35731,N/L,Oils-Energy
RUG.VN,Rugby Mining Ltd,0.14,0.14,0.13,0.13,0.13,0.13,0.14,12223,N/L,Basic Materials
RUP.VN,Rupert Resources Ltd,5.2,5.175,5.11,5.27,5.11,5.19,5.003,10700,N/L,Basic Materials
RML.VN,Rusoro Mining Ltd,0.065,0.065,0.07,0.07,0.065,0.07,0.058,7000,N/L,Basic Materials
RUS.TO,Russel Metals,31.55,31.98,31.43,31.55,31.23,31.31,31.83,46934,N/L,Industrial Products
RYU.VN,Ryu Apparel Inc,0.065,0.065,0.07,0.07,0.055,0.07,0.061,402000,N/L,Consumer Discretionary
SBB.TO,Sabina Gold and Silver Corp,1.1,1.14,1.11,1.09,1.1,1.08,1.18,167956,N/L,Basic Materials
SBIO.VN,Sabio Holdings Inc,0.9,0.9,0.9,0.85,1,0.9,1.014,27500,N/L,N/A
SAE.VN,Sable Resources Ltd,0.275,0.27,0.29,0.28,0.28,0.295,0.251,62957,N/L,N/A
SGLD.TO,Sabre Gold Mines Corp,0.06,0.055,0.06,0.06,0.06,0.055,0.0575,124470,N/L,N/A
MIC-PR-A.TO,Sagen MI Canada Inc,22,22,22,22,22,21.86,22.22,120472,N/L,N/A
FISH.VN,Sailfish Royalty Corp,1.3,1.3,1.31,1.29,1.34,1.3,1.329,2000,N/L,Basic Materials
SGMD.VN,Salona Global Medical Device Corp,0.71,0.75,0.68,0.72,0.64,0.68,0.729,14034,N/L,Medical
SME.VN,Sama Resources Inc Ressources Sama Inc,0.17,0.17,0.185,0.18,0.18,0.17,0.184,8400,N/L,Basic Materials
SLG.VN,San Lorenzo Gold Corp,0.1,0.12,0.115,0.12,0.105,0.105,0.108,31500,N/L,Basic Materials
STA.VN,Sanatana Resources Inc,0.135,0.15,0.135,0.135,0.135,0.135,0.145,24000,N/L,Basic Materials
SFR.VN,Sandfire Resources America Inc,0.135,0.135,0.155,0.135,0.145,0.145,0.16,5500,N/L,Basic Materials
SSL.TO,Sandstorm Gold Ltd,8.31,8.5,8.52,8.47,8.49,8.45,8.41,42501,N/L,Basic Materials
SCZ.VN,Santacruz Silver Mining Ltd,0.39,0.405,0.39,0.39,0.385,0.39,0.373,102664,N/L,Basic Materials
SAP.TO,Saputo Inc,25.79,25.57,25.09,25.39,25.52,25.08,25.94,124723,N/L,Consumer Staples
SWA.VN,Sarama Resources Ltd,0.19,0.19,0.185,0.185,0.185,0.185,0.196,99500,N/L,Basic Materials
SASY.CN,Sassy Resources Corp,0.28,0.28,0.265,0.275,0.295,0.26,0.314,215000,N/L,N/A
MSCL.VN,Satellos Bioscience Inc,0.78,0.77,0.75,0.75,0.69,0.74,0.827,12000,N/L,Medical
SOIL-WT-A.VN,Saturn Oil & Gas Inc.,0.98,0.98,0.8,0.78,0.77,0.7,0.67,2000,N/L,N/A
SOIL.VN,Saturn Oil and Gas Inc,3.18,3.15,3.2,3.19,3.02,3.16,2.82,353930,N/L,Oils-Energy
SOIL-WT.VN,Saturn Oil and Gas Inc WT,0.05,0.05,0.055,0.05,0.045,0.05,0.043,483000,N/L,N/A
SIS.TO,Savaria Corp,14.64,15.28,14.04,14.31,13.69,13.94,14.34,104742,N/L,N/A
SCY.TO,Scandium International Mining Corp,0.09,0.09,0.09,0.09,0.09,0.09,0.0925,101400,N/L,N/A
SBO-H.VN,Schwabo Capital Corp,0.195,0.195,0.195,0.195,0.22,0.195,0.284,13000,N/L,N/A
SGN.VN,Scorpio Gold Corp,0.075,0.065,0.075,0.075,0.08,0.08,0.065,150000,N/L,Basic Materials
SRIB.NE,Scotia Responsible Canadian Bond Index ETF,18.51,18.51,18.53,18.51,18.5,18.53,18.37,7379,N/L,N/A
SRIU.NE,Scotia Responsible U.S. Equity Index ETF,17.01,17.06,16.46,16.77,16.27,16.46,16.774,11641,N/L,N/A
SCOT.VN,Scottie Resources Corp,0.195,0.19,0.185,0.19,0.18,0.18,0.184,87310,N/L,N/A
SCYB.CN,Scryb Inc,0.15,0.145,0.14,0.15,0.145,0.14,0.144,5500,N/L,N/A
SEA.TO,Seabridge Gold Inc,18.4,18.58,18.11,18.37,18.07,17.96,19.58,13228,N/L,N/A
SMY.VN,Search Minerals Inc,0.155,0.15,0.16,0.15,0.155,0.16,0.161,35503,N/L,Basic Materials
SCLT.VN,Searchlight Resources Inc,0.08,0.08,0.075,0.075,0.08,0.08,0.084,11426,N/L,N/A
SES.TO,Secure Energy Services Inc,7.17,7.49,7.05,7.08,7.04,7.05,6.73,352613,N/L,Industrial Products
SGZ.VN,Sego Resources Inc,0.08,0.08,0.085,0.08,0.085,0.085,0.089,8000,N/L,Basic Materials
SKUR.CN,Sekur Private Data Ltd,0.295,0.27,0.295,0.28,0.3,0.29,0.309,75100,N/L,N/A
SNS.VN,Select Sands Corp,0.095,0.095,0.095,0.095,0.09,0.09,0.104,390000,N/L,Basic Materials
SVA.VN,Sernova Corp,1.55,1.52,1.5,1.52,1.53,1.52,1.475,25385,N/L,Medical
SNM.VN,Shamaran Petroleum Corp,0.09,0.1,0.1,0.09,0.1,0.105,0.09,4792084,N/L,Oils-Energy
SJR-B.TO,Shaw Communications Inc Cl B NV,35.96,36.15,36.07,35.98,36.49,36.02,35.9,85302,N/L,Industrial Products
SCL.TO,Shawcor Ltd,6.46,6.58,6.38,6.46,6.32,6.41,5.61,80422,N/L,Oils-Energy
SHRP.VN,Sherpa II Holdings Corp,0.13,0.11,0.135,0.13,0.13,0.13,0.172,20000,N/L,N/A
S.TO,Sherritt Intl Rv,0.62,0.62,0.65,0.62,0.63,0.64,0.64,111158,N/L,Basic Materials
SHP.CN,Shoal Point Energy Ltd,0.04,0.05,0.04,0.04,0.04,0.04,0.04,35200,N/L,N/A
SIA.TO,Sienna Senior Living Inc,13.7,13.62,13.61,13.72,13.54,13.57,13.49,85241,N/L,Medical
SM.VN,Sierra Madre Gold and Silver Ltd,0.65,0.74,0.55,0.65,0.5,0.55,0.586,223588,N/L,N/A
SW.TO,Sierra Wireless,28.27,28.26,28,28.49,26.37,27.87,24.62,15307,N/L,Industrial Products
SGML.VN,Sigma Lithium Corp,23.71,24.54,22,23.18,19.8,21.76,19.983,22374,N/L,Basic Materials
SGNL.TO,Signal Gold Inc,0.465,0.47,0.45,0.5,0.49,0.47,0,6550,N/L,N/A
SVB.TO,Silver Bull Resources Inc,0.26,0.24,0.245,0.26,0.245,0.245,0.2502,24084,N/L,N/A
SLV.CN,Silver Dollar Resources Inc,0.54,0.53,0.53,0.52,0.53,0.54,0.582,10850,N/L,N/A
SVG.VN,Silver Grail Resources Ltd,0.12,0.12,0.15,0.15,0.135,0.12,0.156,85200,N/L,N/A
HAMR.CN,Silver Hammer Mining Corp,0.46,0.46,0.51,0.465,0.445,0.465,0.455,6000,N/L,N/A
AGMR.VN,Silver Mountain Resources Inc,0.27,0.27,0.26,0.27,0.28,0.265,0.251,7500,N/L,N/A
